transaction_id,customer_code,product_code,sale_date,quantity,unit_price,discount,payment_method,currency,sales_channel,region
TXN000034,CUST0071,PROD0005,2024-12-19,4,1016.43,32.3,BANK_TRANSFER,USD,STORE,ORIENTE
TXN000035,CUST0023,PROD0024,2024-04-02,3,1374.2,3.59,BANK_TRANSFER,USD,PHONE,CENTRO
TXN000036,CUST0081,PROD0006,2024-04-21,8,1781.96,33.02,BANK_TRANSFER,EUR,PHONE,ORIENTE
TXN000037,CUST0041,PROD0016,2024-08-03,9,395.6,9.59,CASH,EUR,STORE,CENTRO
TXN000038,CUST0020,PROD0031,2024-05-27,9,1158.67,5.04,DEBIT_CARD,USD,STORE,SUR
TXN000039,CUST0097,PROD0049,2024-07-09,8,583.32,43.03,CASH,USD,STORE,CENTRO
TXN000040,CUST0074,PROD0040,2024-06-28,3,1380.99,12.5,CASH,USD,ONLINE,ORIENTE
TXN000041,CUST0057,PROD0011,2024-01-30,2,1327.17,8.39,CASH,PEN,STORE,NORTE
TXN000042,CUST0095,PROD0028,2024-12-11,1,498.4,32.22,BANK_TRANSFER,USD,STORE,NORTE
TXN000043,CUST0097,PROD0002,2024-01-27,9,792.92,40.86,DEBIT_CARD,EUR,STORE,NORTE
TXN000044,CUST0042,PROD0036,2024-12-03,6,1818.82,37.68,DEBIT_CARD,EUR,PHONE,CENTRO
TXN000045,CUST0004,PROD0031,2024-10-03,7,584.0,43.47,BANK_TRANSFER,USD,MOBILE_APP,CENTRO
TXN000046,CUST0100,PROD0027,2024-10-22,3,1064.28,32.73,PAYPAL,PEN,STORE,SUR
TXN000047,CUST0012,PROD0036,2024-05-09,1,307.26,18.53,CASH,EUR,MOBILE_APP,ORIENTE
TXN000048,CUST0098,PROD0047,2024-05-24,2,401.26,19.01,CREDIT_CARD,PEN,PHONE,CENTRO
TXN000049,CUST0090,PROD0030,2024-03-11,1,743.31,29.96,CRYPTO,USD,ONLINE,ORIENTE
TXN000050,CUST0044,PROD0007,2024-05-25,4,1350.58,20.46,CREDIT_CARD,USD,ONLINE,NORTE
TXN000051,CUST0077,PROD0016,2024-10-04,10,493.37,,DEBIT_CARD,EUR,MOBILE_APP,ORIENTE
TXN000052,CUST0024,PROD0048,2024-09-24,8,275.45,12.26,CASH,EUR,PHONE,NORTE
TXN000046,CUST0087,PROD0012,2024-04-01,5,1250.24,58.07,CASH,USD,PHONE,SUR
TXN000054,CUST0010,PROD0050,21/04/2024,3,1784.41,32.55,CASH,EUR,MOBILE_APP,SUR
TXN000055,CUST0025,PROD0006,2024-03-11,5,1522.29,2.54,PAYPAL,USD,ONLINE,ORIENTE
TXN000056,CUST0099,PROD0011,2024-01-26,7,1764.25,12.86,CREDIT_CARD,USD,ONLINE,CENTRO
TXN000057,CUST0020,PROD0006,2024-03-01,2,321.51,3.21,CASH,PEN,STORE,NORTE
TXN000058,CUST0071,PROD0042,2024-12-25,10,604.68,9.75,BANK_TRANSFER,PEN,ONLINE,ORIENTE
TXN000059,CUST0002,PROD0050,2024-07-24,4,1262.11,27.92,CREDIT_CARD,PEN,STORE,NORTE
TXN000053,CUST0016,PROD0048,2024-05-10,8,340.08,44.17,BANK_TRANSFER,PEN,ONLINE,NORTE
TXN000061,CUST0074,PROD0042,2024-07-11,5,589.3,36.3,DEBIT_CARD,EUR,MOBILE_APP,SUR
TXN000062,CUST0089,PROD0024,2024-03-03,10,1407.21,41.4,BANK_TRANSFER,USD,MOBILE_APP,CENTRO
TXN000063,CUST0035,PROD0041,2024-10-23,2,249.41,38.9,BANK_TRANSFER,PEN,ONLINE,SUR
TXN000064,CUST0053,PROD0026,2024-02-25,2,1940.89,29.24,CRYPTO,USD,ONLINE,SUR
TXN000065,CUST0063,PROD0032,10-04-2024,10,375.53,0.82,DEBIT_CARD,PEN,STORE,CENTRO
TXN000058,CUST0063,PROD0008,2024-08-21,8,519.83,2.69,CREDIT_CARD,PEN,STORE,CENTRO
TXN000067,CUST0075,PROD0012,2024-05-13,9,527.63,0.93,PAYPAL,USD,STORE,SUR
TXN000068,CUST0021,PROD0009,2024-08-09,6,1260.93,30.59,BANK_TRANSFER,USD,ONLINE,SUR
TXN000069,CUST0074,PROD0004,2024-03-19,7,337.61,36.26,PAYPAL,EUR,STORE,CENTRO
TXN000070,CUST0039,PROD0008,2024-07-09,2,1811.94,27.18,BANK_TRANSFER,EUR,PHONE,SUR
TXN000071,CUST0072,PROD0028,2024-06-15,10,905.63,37.96,DEBIT_CARD,USD,PHONE,ORIENTE
TXN000072,CUST0013,PROD0044,2024-07-09,5,1121.3,34.51,CREDIT_CARD,PEN,MOBILE_APP,SUR
TXN000073,CUST0066,PROD0016,2024-12-10,1,569.72,18.0,DEBIT_CARD,EUR,PHONE,SUR
TXN000074,CUST0003,PROD0041,2024-10-09,1,728.24,1.26,BANK_TRANSFER,EUR,MOBILE_APP,ORIENTE
TXN000075,CUST0009,PROD0030,01-31-2024,6,1517.65,1.94,CRYPTO,PEN,STORE,SUR
TXN000076,CUST0007,PROD0021,2024-11-16,8,0,27.15,CREDIT_CARD,EUR,STORE,NORTE
TXN000077,CUST0056,PROD0045,2024-07-25,8,1991.24,28.32,CASH,USD,STORE,NORTE
TXN000078,CUST0017,PROD0016,2024-07-25,8,1554.11,31.9,PAYPAL,EUR,STORE,CENTRO
TXN000079,CUST0051,PROD0009,2024-09-09,10,1250.15,7.7,CASH,USD,PHONE,CENTRO
TXN000080,CUST0064,PROD0029,2024-06-04,3,598.55,30.77,BANK_TRANSFER,USD,ONLINE,ORIENTE
TXN000081,CUST0073,PROD0042,2024-08-18,1,1918.37,26.12,CASH,PEN,ONLINE,ORIENTE
TXN000082,CUST0039,PROD0010,2024-08-22,7,1320.97,13.1,PAYPAL,PEN,STORE,ORIENTE
TXN000083,CUST0080,PROD0013,2024-02-25,7,806.34,47.08,DEBIT_CARD,EUR,MOBILE_APP,CENTRO
TXN000084,CUST0060,PROD0047,2024-04-04,9,1567.01,23.0,DEBIT_CARD,USD,MOBILE_APP,SUR
TXN000085,CUST0016,PROD0039,2024-02-08,2,1702.16,0.52,CREDIT_CARD,EUR,PHONE,CENTRO
TXN000086,CUST0021,PROD0044,2024-03-18,5,1717.84,49.91,CREDIT_CARD,USD,PHONE,SUR
TXN000083,CUST0008,PROD0003,2024-08-13,4,473.05,,DEBIT_CARD,EUR,STORE,SUR
TXN000088,CUST0099,PROD0002,2024-08-01,1,529.79,42.32,PAYPAL,EUR,MOBILE_APP,ORIENTE
TXN000080,CUST0087,PROD0001,2024-06-20,3,699.98,,,USD,MOBILE_APP,NORTE
TXN000090,CUST0012,PROD0019,2024-04-07,6,439.14,5.34,PAYPAL,EUR,PHONE,ORIENTE
TXN000091,CUST0072,PROD0037,2024-04-12,2,1101.84,31.13,CASH,USD,ONLINE,SUR
TXN000092,CUST0093,PROD0021,2024-05-07,6,52.56,48.55,PAYPAL,PEN,ONLINE,CENTRO
TXN000093,CUST0095,PROD0013,2024-07-31,9,1443.22,8.32,CRYPTO,EUR,ONLINE,SUR
TXN000084,CUST0043,PROD0033,2024-09-21,4,181.65,,,PEN,ONLINE,ORIENTE
TXN000095,CUST0050,PROD0014,2024-11-26,4,-10,36.0,BANK_TRANSFER,PEN,ONLINE,SUR
TXN000096,CUST0005,PROD0032,2024-12-18,4,1730.23,29.51,PAYPAL,EUR,PHONE,CENTRO
TXN000097,CUST0050,PROD0029,2024-11-10,8,1225.74,23.18,CREDIT_CARD,USD,MOBILE_APP,NORTE
TXN000098,CUST0076,PROD0005,2024-03-27,10,1912.11,16.96,CASH,PEN,STORE,ORIENTE
TXN000099,CUST0078,PROD0047,2024-12-08,6,0,21.66,CRYPTO,EUR,ONLINE,CENTRO
TXN000100,CUST0066,PROD0050,2024-06-20,5,726.68,7.85,CREDIT_CARD,USD,PHONE,ORIENTE
TXN000101,CUST0078,PROD0020,2024-02-18,5,1378.51,41.41,DEBIT_CARD,PEN,STORE,ORIENTE
TXN000092,CUST0052,PROD0008,2024-06-13,2,1025.02,,CASH,USD,ONLINE,ORIENTE
TXN000103,CUST0080,PROD0017,2024-12-07,1,1435.21,43.65,PAYPAL,PEN,MOBILE_APP,NORTE
TXN000104,CUST0038,PROD0004,2024-12-07,9,617.44,11.96,CASH,EUR,PHONE,NORTE
TXN000105,CUST0013,PROD0006,2024-02-29,6,506.06,43.35,CASH,PEN,STORE,ORIENTE
TXN000106,CUST0100,PROD0044,2024-04-09,4,1526.97,17.47,CRYPTO,USD,STORE,NORTE
TXN000107,CUST0088,PROD0007,2024-03-07,2,1436.67,,,EUR,STORE,NORTE
TXN000108,CUST0094,PROD0021,2024-09-19,5,1751.06,30.46,PAYPAL,USD,PHONE,NORTE
TXN000109,CUST0074,PROD0030,2024-04-20,4,204.92,36.11,BANK_TRANSFER,PEN,ONLINE,SUR
TXN000110,CUST0048,PROD0036,2024-09-23,10,1516.43,14.46,CASH,USD,STORE,SUR
TXN000111,CUST0055,PROD0028,10/07/2024,4,1636.88,57.62,DEBIT_CARD,PEN,MOBILE_APP,ORIENTE
TXN000112,CUST0051,PROD0033,2024-05-04,4,1711.7,42.66,CRYPTO,USD,PHONE,NORTE
TXN000113,CUST0010,PROD0024,2024-02-19,6,139.02,19.13,CASH,PEN,PHONE,NORTE
TXN000114,CUST0008,PROD0045,2024-01-04,6,682.92,3.55,CREDIT_CARD,PEN,PHONE,CENTRO
TXN000115,CUST0025,PROD0011,2024-07-12,7,1602.06,99.75,DEBIT_CARD,PEN,STORE,SUR
TXN000116,CUST0086,PROD0010,2024-11-23,5,666.09,35.72,DEBIT_CARD,EUR,MOBILE_APP,NORTE
TXN000117,CUST0096,PROD0050,2024-10-03,8,1002.56,40.36,PAYPAL,EUR,ONLINE,ORIENTE
TXN000118,CUST0047,PROD0002,2024-12-16,9,1059.37,39.8,BANK_TRANSFER,PEN,PHONE,NORTE
TXN000119,CUST0061,PROD0018,2024-11-14,9,376.03,39.01,PAYPAL,EUR,ONLINE,NORTE
TXN000120,CUST0017,PROD0028,2024-02-15,7,537.21,43.77,CASH,USD,ONLINE,NORTE
TXN000121,CUST0077,PROD0036,2024-12-22,7,644.84,26.28,CASH,EUR,STORE,ORIENTE
TXN000122,CUST0016,PROD0015,2024-06-26,8,1933.89,37.0,CRYPTO,USD,PHONE,CENTRO
TXN000123,CUST0030,PROD0004,2024-09-14,10,426.49,23.78,CRYPTO,PEN,MOBILE_APP,SUR
TXN000124,CUST0075,PROD0034,2024-05-07,5,554.61,40.27,PAYPAL,USD,ONLINE,CENTRO
TXN000125,CUST0044,PROD0007,2024-02-29,5,1740.33,30.6,CASH,EUR,ONLINE,SUR
TXN000126,CUST0060,PROD0046,2024-04-06,3,897.27,45.83,BANK_TRANSFER,EUR,PHONE,NORTE
TXN000127,CUST0019,PROD0032,2024-09-15,4,207.17,35.83,CRYPTO,EUR,ONLINE,SUR
TXN000128,CUST0100,PROD0027,2024-05-29,10,636.66,24.4,CASH,EUR,PHONE,CENTRO
TXN000129,CUST0045,PROD0017,2024-07-31,6,707.84,43.05,DEBIT_CARD,EUR,PHONE,ORIENTE
TXN000130,CUST0031,PROD0016,2024-11-25,9,1813.3,21.73,CRYPTO,EUR,PHONE,CENTRO
TXN000131,CUST0095,PROD0007,14/09/2024,1,1637.01,42.78,PAYPAL,USD,STORE,SUR
TXN000132,CUST0090,PROD0048,04-05-2024,4,832.48,14.77,CASH,PEN,ONLINE,CENTRO
TXN000133,CUST0042,PROD0009,2024-01-20,4,905.96,76.18,CRYPTO,EUR,PHONE,ORIENTE
TXN000134,CUST0013,PROD0020,2024-08-27,2,1286.54,5.84,DEBIT_CARD,USD,ONLINE,SUR
TXN000135,CUST0028,PROD0043,2024-03-27,4,1834.17,7.75,PAYPAL,PEN,PHONE,ORIENTE
TXN000136,CUST0099,PROD0030,2024-12-13,2,1667.29,20.8,DEBIT_CARD,PEN,ONLINE,NORTE
TXN000137,CUST0043,PROD0046,2024-08-01,10,1654.91,11.31,DEBIT_CARD,PEN,PHONE,CENTRO
TXN000138,CUST0047,PROD0045,2024-01-16,10,600.77,5.46,DEBIT_CARD,USD,STORE,NORTE
TXN000139,CUST0027,PROD0041,2024-06-19,4,156.73,14.38,CASH,EUR,ONLINE,ORIENTE
TXN000140,CUST0054,PROD0044,2024-07-05,10,212.61,6.01,CRYPTO,USD,ONLINE,NORTE
TXN000141,CUST0097,PROD0016,2024-09-03,2,1230.44,39.1,CASH,PEN,PHONE,CENTRO
TXN000142,CUST0009,PROD0047,2024-08-30,5,750.96,25.57,CREDIT_CARD,USD,STORE,ORIENTE
TXN000143,CUST0086,PROD0040,2024-11-20,2,680.25,0.26,PAYPAL,PEN,MOBILE_APP,ORIENTE
TXN000144,CUST0066,PROD0045,2024-06-18,4,1924.58,26.01,CASH,EUR,PHONE,SUR
TXN000145,CUST0012,PROD0031,2024-01-05,2,17.98,14.09,BANK_TRANSFER,EUR,ONLINE,SUR
TXN000146,CUST0004,PROD0027,2024-05-12,8,1356.11,42.06,BANK_TRANSFER,USD,ONLINE,ORIENTE
TXN000147,CUST0085,PROD0029,2024-02-05,6,1572.38,17.57,CREDIT_CARD,PEN,ONLINE,NORTE
TXN000148,CUST0043,PROD0024,2024-09-09,2,490.23,15.99,DEBIT_CARD,USD,ONLINE,CENTRO
TXN000149,CUST0054,PROD0032,2024-08-23,8,517.41,13.75,PAYPAL,USD,STORE,NORTE
TXN000150,CUST0095,PROD0023,2024-07-21,9,1841.03,,CRYPTO,USD,STORE,SUR
TXN000151,CUST0074,PROD0012,2024-08-19,4,728.58,39.46,DEBIT_CARD,PEN,ONLINE,CENTRO
TXN000152,CUST0013,PROD0027,2024-01-28,9,151.7,50.0,CASH,PEN,STORE,CENTRO
TXN000153,CUST0034,PROD0016,2024-01-29,4,1133.39,19.69,CASH,USD,ONLINE,SUR
TXN000154,CUST0015,PROD0018,2024-01-26,9,1078.98,17.58,DEBIT_CARD,EUR,MOBILE_APP,ORIENTE
TXN000155,CUST0092,PROD0012,2024-02-04,6,405.07,39.98,CASH,USD,ONLINE,CENTRO
TXN000156,CUST0030,PROD0017,2024-04-20,10,999999.99,38.54,CRYPTO,PEN,PHONE,CENTRO
TXN000157,CUST0039,PROD0028,20240326,8,1864.38,26.26,CRYPTO,EUR,ONLINE,NORTE
TXN000158,CUST0097,PROD0021,2024-11-29,3,194.05,13.16,BANK_TRANSFER,EUR,MOBILE_APP,CENTRO
TXN000159,CUST0048,PROD0049,2024-02-11,6,1517.53,49.79,BANK_TRANSFER,EUR,PHONE,ORIENTE
TXN000160,CUST0089,PROD0030,2024-01-23,10,142.51,42.16,DEBIT_CARD,EUR,STORE,ORIENTE
TXN000161,CUST0033,PROD0031,2024-06-07,7,1090.45,48.25,CRYPTO,PEN,STORE,ORIENTE
TXN000162,CUST0048,PROD0002,2024-02-18,3,1259.79,48.65,CASH,USD,STORE,NORTE
TXN000163,CUST0009,PROD0026,2024-12-04,10,1336.85,48.49,PAYPAL,EUR,MOBILE_APP,ORIENTE
TXN000164,CUST0072,PROD0021,2024-02-18,6,1954.09,38.2,DEBIT_CARD,EUR,ONLINE,SUR
TXN000156,CUST0073,PROD0034,2024-12-01,9,561.81,,,EUR,STORE,ORIENTE
TXN000166,CUST0069,PROD0019,2024-11-16,10,1180.73,18.02,CRYPTO,PEN,ONLINE,NORTE
TXN000167,CUST0076,PROD0032,2024-04-10,5,1945.73,,,USD,MOBILE_APP,SUR
TXN000168,CUST0060,PROD0041,2024-04-19,7,1303.8,6.48,PAYPAL,USD,MOBILE_APP,ORIENTE
TXN000169,CUST0081,PROD0046,2024-03-12,6,1982.72,39.31,DEBIT_CARD,USD,STORE,NORTE
TXN000170,CUST0010,PROD0045,2024-07-12,3,1021.34,25.38,DEBIT_CARD,USD,MOBILE_APP,NORTE
TXN000171,CUST0058,PROD0036,2024-09-13,9,311.36,34.9,CREDIT_CARD,USD,ONLINE,NORTE
TXN000172,CUST0061,PROD0019,2024-03-29,3,1815.67,57.68,BANK_TRANSFER,USD,STORE,SUR
TXN000173,CUST0054,PROD0025,2024-02-19,6,1528.67,15.03,CRYPTO,EUR,MOBILE_APP,ORIENTE
TXN000174,CUST0085,PROD0011,2024-08-09,1,1374.23,4.99,CASH,EUR,ONLINE,CENTRO
TXN000175,CUST0014,PROD0018,2024-10-26,1,1019.15,15.92,BANK_TRANSFER,EUR,MOBILE_APP,NORTE
TXN000176,CUST0075,PROD0048,2024-11-10,4,1434.12,29.33,CASH,EUR,STORE,ORIENTE
TXN000177,CUST0018,PROD0036,2024-05-06,3,1568.64,20.49,BANK_TRANSFER,EUR,STORE,CENTRO
TXN000178,CUST0083,PROD0009,2024-03-28,4,1138.23,38.08,CRYPTO,EUR,PHONE,SUR
TXN000179,CUST0021,PROD0023,2024-02-05,9,941.15,13.59,CREDIT_CARD,EUR,ONLINE,CENTRO
TXN000180,CUST0094,PROD0018,2024-12-29,2,1250.46,17.84,BANK_TRANSFER,EUR,MOBILE_APP,ORIENTE
TXN000181,CUST0087,PROD0039,2024-08-30,4,1975.62,41.1,DEBIT_CARD,EUR,ONLINE,CENTRO
TXN000182,CUST0093,PROD0003,20240402,1,225.6,13.21,PAYPAL,EUR,PHONE,CENTRO
TXN000183,CUST0001,PROD0008,2024-09-13,3,535.77,20.18,CASH,EUR,STORE,ORIENTE
TXN000184,CUST0004,PROD0012,2024-02-16,7,1315.36,34.53,PAYPAL,EUR,STORE,ORIENTE
TXN000183,CUST0022,PROD0034,2024-11-15,7,1507.35,22.33,PAYPAL,EUR,ONLINE,CENTRO
TXN000186,CUST0062,PROD0035,2024-03-29,10,918.13,19.32,PAYPAL,EUR,STORE,NORTE
TXN000187,CUST0065,PROD0018,2024-11-26,5,1143.77,27.52,CREDIT_CARD,USD,PHONE,ORIENTE
TXN000180,CUST0084,PROD0036,2024-12-10,6,1205.52,,BANK_TRANSFER,EUR,MOBILE_APP,NORTE
TXN000189,CUST0006,PROD0016,2024-11-13,1,392.93,7.21,CASH,EUR,ONLINE,ORIENTE
TXN000190,CUST0031,PROD0019,2024-03-09,4,602.57,4.92,CRYPTO,EUR,STORE,SUR
TXN000191,CUST0023,PROD0012,2024-03-26,5,624.53,24.6,CASH,USD,MOBILE_APP,SUR
TXN000182,CUST0090,PROD0044,2024-10-17,6,1769.68,70.11,CASH,EUR,STORE,ORIENTE
TXN000193,CUST0021,PROD0014,2024-04-19,6,1397.72,47.64,CRYPTO,EUR,STORE,NORTE
TXN000194,CUST0014,PROD0006,2024-07-08,8,399.95,30.7,CREDIT_CARD,EUR,STORE,CENTRO
TXN000195,CUST0092,PROD0020,2024-11-21,3,1848.45,10.57,CASH,USD,STORE,NORTE
TXN000196,CUST0055,PROD0003,2024-02-15,3,610.04,45.33,CASH,USD,STORE,ORIENTE
TXN000197,CUST0023,PROD0045,2024-05-04,4,642.77,24.85,BANK_TRANSFER,USD,STORE,ORIENTE
TXN000198,CUST0016,PROD0042,2024-02-20,8,1445.27,1.5,CRYPTO,USD,PHONE,NORTE
TXN000199,CUST0033,PROD0002,2024-07-02,8,1862.61,23.37,DEBIT_CARD,EUR,PHONE,NORTE
TXN000200,CUST0077,PROD0001,2024-12-22,1,1154.97,47.21,CRYPTO,EUR,PHONE,NORTE
TXN000201,CUST0042,PROD0044,2024-07-03,7,1065.27,34.45,CRYPTO,PEN,MOBILE_APP,ORIENTE
TXN000202,CUST0021,PROD0046,2024-07-28,3,1441.03,42.83,CRYPTO,USD,STORE,ORIENTE
TXN000203,CUST0094,PROD0004,2024-04-06,2,281.77,44.04,DEBIT_CARD,USD,PHONE,ORIENTE
TXN000204,CUST0088,PROD0049,2024-04-09,7,1721.34,45.85,CASH,EUR,STORE,NORTE
TXN000205,CUST0071,PROD0043,2024-06-23,5,1307.45,12.71,CRYPTO,EUR,PHONE,SUR
TXN000206,CUST0026,PROD0039,2024-05-21,8,1381.24,39.56,PAYPAL,PEN,ONLINE,SUR
TXN000207,CUST0057,PROD0014,2024-02-26,10,653.43,42.2,PAYPAL,PEN,STORE,NORTE
TXN000208,CUST0053,PROD0008,2024-08-29,2,1771.52,4.8,CRYPTO,PEN,PHONE,NORTE
TXN000206,CUST0040,PROD0032,2024-04-18,9,1577.66,0.7,CRYPTO,PEN,PHONE,NORTE
TXN000210,CUST0003,PROD0014,2024-03-19,5,1930.73,45.58,CREDIT_CARD,EUR,PHONE,CENTRO
TXN000211,CUST0033,PROD0016,2024-11-10,2,1938.25,0.68,CREDIT_CARD,EUR,STORE,ORIENTE
TXN000210,CUST0052,PROD0037,2024-11-23,4,382.68,75.88,DEBIT_CARD,EUR,STORE,CENTRO
TXN000211,CUST0084,PROD0027,2024-01-08,7,394.66,,CREDIT_CARD,USD,PHONE,ORIENTE
TXN000214,CUST0051,PROD0011,2024-12-02,4,1728.74,18.06,CRYPTO,USD,MOBILE_APP,NORTE
TXN000215,CUST0044,PROD0004,2024-04-14,5,1680.32,12.6,BANK_TRANSFER,EUR,MOBILE_APP,SUR
TXN000216,CUST0022,PROD0028,2024-06-10,3,1693.37,5.67,CASH,PEN,PHONE,SUR
TXN000217,CUST0099,PROD0029,2024-10-01,4,0,25.34,CASH,EUR,PHONE,NORTE
TXN000218,CUST0043,PROD0015,2024-08-27,6,730.12,42.72,CREDIT_CARD,EUR,STORE,ORIENTE
TXN000219,CUST0022,PROD0009,2024-12-07,6,144.7,45.24,CREDIT_CARD,USD,MOBILE_APP,SUR
TXN000220,CUST0083,PROD0021,2024-07-01,5,1198.44,42.92,CREDIT_CARD,PEN,PHONE,ORIENTE
TXN000221,CUST0038,PROD0005,2024-09-17,5,974.79,,DEBIT_CARD,EUR,STORE,SUR
TXN000222,CUST0045,PROD0002,2024-03-18,3,1447.7,30.22,DEBIT_CARD,USD,STORE,NORTE
TXN000223,CUST0009,PROD0028,2024-02-07,8,1860.61,,DEBIT_CARD,EUR,STORE,SUR
TXN000224,CUST0062,PROD0046,2024-04-19,8,144.45,7.12,CRYPTO,USD,ONLINE,CENTRO
TXN000225,CUST0009,PROD0028,20240714,2,297.01,46.51,DEBIT_CARD,EUR,MOBILE_APP,SUR
TXN000226,CUST0034,PROD0038,2024-08-10,1,227.89,19.68,DEBIT_CARD,PEN,STORE,SUR
TXN000227,CUST0049,PROD0015,2024-05-29,10,62.9,7.05,BANK_TRANSFER,EUR,PHONE,ORIENTE
TXN000228,CUST0024,PROD0049,2024-04-29,2,649.18,18.17,BANK_TRANSFER,PEN,STORE,CENTRO
TXN000229,CUST0073,PROD0004,2024-10-01,8,445.12,10.35,CASH,PEN,ONLINE,ORIENTE
TXN000230,CUST0026,PROD0040,2024-07-11,4,955.1,8.33,CRYPTO,USD,PHONE,ORIENTE
TXN000231,CUST0048,PROD0042,09-11-2024,7,144.84,0.92,CREDIT_CARD,EUR,ONLINE,SUR
TXN000232,CUST0037,PROD0034,2024-01-29,3,1872.16,2.0,CREDIT_CARD,USD,STORE,NORTE
TXN000233,CUST0091,PROD0039,2024-10-13,1,1876.8,44.66,CREDIT_CARD,EUR,PHONE,ORIENTE
TXN000234,CUST0040,PROD0033,2024-09-01,9,987.54,22.68,CRYPTO,EUR,ONLINE,CENTRO
TXN000235,CUST0096,PROD0049,2024-08-08,6,1060.43,42.45,DEBIT_CARD,USD,STORE,ORIENTE
TXN000236,CUST0097,PROD0043,2024-05-31,5,1816.17,8.42,DEBIT_CARD,USD,STORE,ORIENTE
TXN000237,CUST0042,PROD0038,2024-07-19,8,1239.26,,CASH,EUR,ONLINE,SUR
TXN000238,CUST0011,PROD0023,2024-06-21,5,1118.99,32.6,PAYPAL,EUR,MOBILE_APP,NORTE
TXN000239,CUST0019,PROD0009,2024-04-20,10,1059.38,30.86,DEBIT_CARD,USD,STORE,CENTRO
TXN000240,CUST0094,PROD0038,2024-04-26,1,1093.08,48.73,CASH,PEN,STORE,ORIENTE
